Contrat;Date et heure;kWh;Code de consommation;Température moyenne (°C);Code de température
0123456789;2018-10-18 00:00:00;1,36;R;1;R
0123456789;2018-10-17 23:00:00;1,91;R;1;R
0123456789;2018-10-17 22:00:00;1,34;R;2;R
0123456789;2018-10-17 21:00:00;2,18;R;2;R
0123456789;2018-10-17 20:00:00;2,43;R;3;R
0123456789;2018-10-17 19:00:00;2,24;R;3;R
0123456789;2018-10-17 18:00:00;1,93;R;4;R
0123456789;2018-10-17 17:00:00;1,77;R;4;R
0123456789;2018-10-17 16:00:00;1,88;R;7;R
0123456789;2018-10-17 15:00:00;1,22;R;7;R
0123456789;2018-10-17 14:00:00;3,15;R;7;R
0123456789;2018-10-17 13:00:00;1,13;R;8;R
0123456789;2018-10-17 12:00:00;2,93;R;8;R
0123456789;2018-10-17 11:00:00;4,74;R;9;R
0123456789;2018-10-17 10:00:00;4,11;R;9;R
0123456789;2018-10-17 09:00:00;3,21;R;8;R
0123456789;2018-10-17 08:00:00;1,84;R;9;R
0123456789;2018-10-17 07:00:00;1,14;R;8;R
0123456789;2018-10-17 06:00:00;1,11;R;8;R
0123456789;2018-10-17 05:00:00;1,29;R;10;R
0123456789;2018-10-17 04:00:00;1,26;R;9;R
0123456789;2018-10-17 03:00:00;1,43;R;9;R
0123456789;2018-10-17 02:00:00;1,13;R;9;R
0123456789;2018-10-17 01:00:00;1,27;R;9;R
0123456789;2018-10-17 00:00:00;1,29;R;8;R
0123456789;2018-10-16 23:00:00;1,20;R;7;R
0123456789;2018-10-16 22:00:00;1,33;R;8;R
0123456789;2018-10-16 21:00:00;1,70;R;8;R
0123456789;2018-10-16 20:00:00;1,33;R;8;R
0123456789;2018-10-16 19:00:00;2,92;R;8;R
0123456789;2018-10-16 18:00:00;3,78;R;7;R
0123456789;2018-10-16 17:00:00;1,18;R;8;R
0123456789;2018-10-16 16:00:00;2,34;R;8;R
0123456789;2018-10-16 15:00:00;3,11;R;9;R
0123456789;2018-10-16 14:00:00;2,06;R;8;R
0123456789;2018-10-16 13:00:00;1,30;R;8;R
0123456789;2018-10-16 12:00:00;1,84;R;8;R
0123456789;2018-10-16 11:00:00;2,38;R;7;R
0123456789;2018-10-16 10:00:00;1,63;R;6;R
0123456789;2018-10-16 09:00:00;1,39;R;5;R
0123456789;2018-10-16 08:00:00;1,41;R;5;R
0123456789;2018-10-16 07:00:00;1,49;R;5;R
0123456789;2018-10-16 06:00:00;1,41;R;4;R
0123456789;2018-10-16 05:00:00;1,20;R;4;R
0123456789;2018-10-16 04:00:00;1,27;R;5;R
0123456789;2018-10-16 03:00:00;1,36;R;5;R
0123456789;2018-10-16 02:00:00;0,91;R;5;R
0123456789;2018-10-16 01:00:00;0,80;R;5;R
0123456789;2018-10-16 00:00:00;0,79;R;6;R
0123456789;2018-10-15 23:00:00;0,84;R;6;R
0123456789;2018-10-15 22:00:00;0,61;R;7;R
0123456789;2018-10-15 21:00:00;1,00;R;9;R
0123456789;2018-10-15 20:00:00;1,54;R;10;R
0123456789;2018-10-15 19:00:00;1,13;R;12;R
0123456789;2018-10-15 18:00:00;1,25;R;13;R
0123456789;2018-10-15 17:00:00;1,27;R;13;R
0123456789;2018-10-15 16:00:00;0,90;R;11;R
0123456789;2018-10-15 15:00:00;0,88;R;10;R
0123456789;2018-10-15 14:00:00;1,03;R;10;R
0123456789;2018-10-15 13:00:00;2,70;R;9;R
0123456789;2018-10-15 12:00:00;3,31;R;9;R
0123456789;2018-10-15 11:00:00;4,06;R;9;R
0123456789;2018-10-15 10:00:00;2,35;R;10;R
0123456789;2018-10-15 09:00:00;3,79;R;10;R
0123456789;2018-10-15 08:00:00;2,16;R;9;R
0123456789;2018-10-15 07:00:00;1,00;R;9;R
0123456789;2018-10-15 06:00:00;1,41;R;8;R
0123456789;2018-10-15 05:00:00;0,88;R;7;R
0123456789;2018-10-15 04:00:00;0,82;R;6;R
0123456789;2018-10-15 03:00:00;0,71;R;6;R
0123456789;2018-10-15 02:00:00;0,69;R;7;R
0123456789;2018-10-15 01:00:00;0,55;R;6;R
0123456789;2018-10-15 00:00:00;0,49;R;8;R
0123456789;2018-10-14 23:00:00;3,36;R;7;R
0123456789;2018-10-14 22:00:00;1,19;R;8;R
0123456789;2018-10-14 21:00:00;1,08;R;9;R
0123456789;2018-10-14 20:00:00;3,98;R;11;R
0123456789;2018-10-14 19:00:00;2,13;R;9;R
0123456789;2018-10-14 18:00:00;2,72;R;10;R
0123456789;2018-10-14 17:00:00;1,27;R;10;R
0123456789;2018-10-14 16:00:00;1,28;R;11;R
0123456789;2018-10-14 15:00:00;0,65;R;12;R
0123456789;2018-10-14 14:00:00;0,96;R;12;R
0123456789;2018-10-14 13:00:00;1,24;R;11;R
0123456789;2018-10-14 12:00:00;1,13;R;12;R
0123456789;2018-10-14 11:00:00;0,65;R;11;R
0123456789;2018-10-14 10:00:00;1,31;R;10;R
0123456789;2018-10-14 09:00:00;1,71;R;9;R
0123456789;2018-10-14 08:00:00;1,41;R;7;R
0123456789;2018-10-14 07:00:00;1,39;R;6;R
0123456789;2018-10-14 06:00:00;1,24;R;4;R
0123456789;2018-10-14 05:00:00;1,16;R;4;R
0123456789;2018-10-14 04:00:00;1,31;R;5;R
0123456789;2018-10-14 03:00:00;1,53;R;5;R
0123456789;2018-10-14 02:00:00;0,97;R;5;R
0123456789;2018-10-14 01:00:00;1,13;R;5;R
0123456789;2018-10-14 00:00:00;1,31;R;5;R
0123456789;2018-10-13 23:00:00;1,57;R;5;R
0123456789;2018-10-13 22:00:00;2,35;R;5;R
0123456789;2018-10-13 21:00:00;1,90;R;4;R
0123456789;2018-10-13 20:00:00;1,76;R;5;R
0123456789;2018-10-13 19:00:00;1,69;R;5;R
0123456789;2018-10-13 18:00:00;2,45;R;6;R
0123456789;2018-10-13 17:00:00;2,43;R;6;R
0123456789;2018-10-13 16:00:00;1,09;R;8;R
0123456789;2018-10-13 15:00:00;1,21;R;9;R
0123456789;2018-10-13 14:00:00;6,08;R;9;R
0123456789;2018-10-13 13:00:00;1,92;R;8;R
0123456789;2018-10-13 12:00:00;1,59;R;8;R
0123456789;2018-10-13 11:00:00;2,93;R;8;R
0123456789;2018-10-13 10:00:00;2,20;R;8;R
0123456789;2018-10-13 09:00:00;1,52;R;7;R
0123456789;2018-10-13 08:00:00;1,80;R;7;R
0123456789;2018-10-13 07:00:00;1,40;R;6;R
0123456789;2018-10-13 06:00:00;1,14;R;5;R
0123456789;2018-10-13 05:00:00;1,07;R;5;R
0123456789;2018-10-13 04:00:00;1,08;R;6;R
0123456789;2018-10-13 03:00:00;1,02;R;6;R
0123456789;2018-10-13 02:00:00;0,94;R;6;R
0123456789;2018-10-13 01:00:00;1,37;R;6;R
0123456789;2018-10-13 00:00:00;0,90;R;6;R
0123456789;2018-10-12 23:00:00;1,01;R;7;R
0123456789;2018-10-12 22:00:00;1,97;R;7;R
0123456789;2018-10-12 21:00:00;4,03;R;7;R
0123456789;2018-10-12 20:00:00;3,64;R;7;R
0123456789;2018-10-12 19:00:00;2,52;R;7;R
0123456789;2018-10-12 18:00:00;3,54;R;8;R
0123456789;2018-10-12 17:00:00;0,81;R;9;R
0123456789;2018-10-12 16:00:00;0,93;R;10;R
0123456789;2018-10-12 15:00:00;2,05;R;10;R
0123456789;2018-10-12 14:00:00;2,81;R;10;R
0123456789;2018-10-12 13:00:00;1,33;R;10;R
0123456789;2018-10-12 12:00:00;1,22;R;10;R
0123456789;2018-10-12 11:00:00;1,01;R;11;R
0123456789;2018-10-12 10:00:00;0,94;R;10;R
0123456789;2018-10-12 09:00:00;1,97;R;9;R
0123456789;2018-10-12 08:00:00;2,38;R;10;R
0123456789;2018-10-12 07:00:00;1,00;R;9;R
0123456789;2018-10-12 06:00:00;0,83;R;9;R
0123456789;2018-10-12 05:00:00;0,82;R;10;R
0123456789;2018-10-12 04:00:00;0,81;R;10;R
0123456789;2018-10-12 03:00:00;1,19;R;10;R
0123456789;2018-10-12 02:00:00;0,78;R;11;R
0123456789;2018-10-12 01:00:00;0,79;R;11;R
0123456789;2018-10-12 00:00:00;0,90;R;11;R
0123456789;2018-10-11 23:00:00;0,99;R;10;R
0123456789;2018-10-11 22:00:00;1,18;R;9;R
0123456789;2018-10-11 21:00:00;1,23;R;9;R
0123456789;2018-10-11 20:00:00;0,95;R;9;R
0123456789;2018-10-11 19:00:00;2,07;R;9;R
0123456789;2018-10-11 18:00:00;0,68;R;9;R
0123456789;2018-10-11 17:00:00;0,82;R;9;R
0123456789;2018-10-11 16:00:00;0,67;R;9;R
0123456789;2018-10-11 15:00:00;0,59;R;9;R
0123456789;2018-10-11 14:00:00;0,87;R;9;R
0123456789;2018-10-11 13:00:00;0,89;R;9;R
0123456789;2018-10-11 12:00:00;3,26;R;8;R
0123456789;2018-10-11 11:00:00;1,92;R;8;R
0123456789;2018-10-11 10:00:00;1,40;R;8;R
0123456789;2018-10-11 09:00:00;1,02;R;8;R
0123456789;2018-10-11 08:00:00;0,78;R;8;R
0123456789;2018-10-11 07:00:00;0,50;R;8;R
0123456789;2018-10-11 06:00:00;0,46;R;8;R
0123456789;2018-10-11 05:00:00;0,40;R;8;R
0123456789;2018-10-11 04:00:00;0,57;R;8;R
0123456789;2018-10-11 03:00:00;0,86;R;8;R
0123456789;2018-10-11 02:00:00;0,47;R;8;R
0123456789;2018-10-11 01:00:00;0,48;R;8;R
0123456789;2018-10-11 00:00:00;0,47;R;9;R
0123456789;2018-10-10 23:00:00;0,49;R;9;R
0123456789;2018-10-10 22:00:00;1,06;R;9;R
0123456789;2018-10-10 21:00:00;1,57;R;9;R
0123456789;2018-10-10 20:00:00;1,64;R;10;R
0123456789;2018-10-10 19:00:00;1,92;R;10;R
0123456789;2018-10-10 18:00:00;0,58;R;10;R
0123456789;2018-10-10 17:00:00;0,38;R;11;R
0123456789;2018-10-10 16:00:00;0,49;R;11;R
0123456789;2018-10-10 15:00:00;0,45;R;11;R
0123456789;2018-10-10 14:00:00;0,72;R;11;R
0123456789;2018-10-10 13:00:00;0,42;R;12;R
0123456789;2018-10-10 12:00:00;0,65;R;12;R
0123456789;2018-10-10 11:00:00;0,43;R;12;R
0123456789;2018-10-10 10:00:00;0,71;R;11;R
0123456789;2018-10-10 09:00:00;0,96;R;12;R
0123456789;2018-10-10 08:00:00;2,36;R;12;R
0123456789;2018-10-10 07:00:00;0,65;R;14;R
0123456789;2018-10-10 06:00:00;0,35;R;19;R
0123456789;2018-10-10 05:00:00;0,37;R;20;R
0123456789;2018-10-10 04:00:00;0,70;R;20;R
0123456789;2018-10-10 03:00:00;0,42;R;21;R
0123456789;2018-10-10 02:00:00;0,40;R;20;R
0123456789;2018-10-10 01:00:00;0,38;R;21;R
0123456789;2018-10-10 00:00:00;0,83;R;21;R
0123456789;2018-10-09 23:00:00;3,52;R;22;R
0123456789;2018-10-09 22:00:00;2,68;R;22;R
0123456789;2018-10-09 21:00:00;2,90;R;22;R
0123456789;2018-10-09 20:00:00;2,48;R;21;R
0123456789;2018-10-09 19:00:00;0,75;R;22;R
0123456789;2018-10-09 18:00:00;1,22;R;22;R
0123456789;2018-10-09 17:00:00;0,40;R;24;R
0123456789;2018-10-09 16:00:00;0,41;R;24;R
0123456789;2018-10-09 15:00:00;0,73;R;26;R
0123456789;2018-10-09 14:00:00;0,39;R;27;R
0123456789;2018-10-09 13:00:00;0,38;R;26;R
0123456789;2018-10-09 12:00:00;0,56;R;25;R
0123456789;2018-10-09 11:00:00;1,53;R;22;R
0123456789;2018-10-09 10:00:00;1,91;R;20;R
0123456789;2018-10-09 09:00:00;3,13;R;18;R
0123456789;2018-10-09 08:00:00;2,91;R;14;R
0123456789;2018-10-09 07:00:00;1,44;R;12;R
0123456789;2018-10-09 06:00:00;2,00;R;10;R
0123456789;2018-10-09 05:00:00;1,28;R;9;R
0123456789;2018-10-09 04:00:00;0,82;R;9;R
0123456789;2018-10-09 03:00:00;0,78;R;9;R
0123456789;2018-10-09 02:00:00;0,90;R;9;R
0123456789;2018-10-09 01:00:00;0,75;R;9;R
0123456789;2018-10-09 00:00:00;0,68;R;9;R
0123456789;2018-10-08 23:00:00;0,83;R;8;R
0123456789;2018-10-08 22:00:00;0,53;R;8;R
0123456789;2018-10-08 21:00:00;2,12;R;8;R
0123456789;2018-10-08 20:00:00;2,32;R;8;R
0123456789;2018-10-08 19:00:00;2,49;R;8;R
0123456789;2018-10-08 18:00:00;2,94;R;8;R
0123456789;2018-10-08 17:00:00;2,32;R;8;R
0123456789;2018-10-08 16:00:00;0,87;R;9;R
0123456789;2018-10-08 15:00:00;0,87;R;9;R
0123456789;2018-10-08 14:00:00;0,89;R;10;R
0123456789;2018-10-08 13:00:00;0,95;R;11;R
0123456789;2018-10-08 12:00:00;1,50;R;11;R
0123456789;2018-10-08 11:00:00;1,08;R;10;R
0123456789;2018-10-08 10:00:00;1,11;R;10;R
0123456789;2018-10-08 09:00:00;1,17;R;9;R
0123456789;2018-10-08 08:00:00;1,18;R;8;R
0123456789;2018-10-08 07:00:00;1,14;R;7;R
0123456789;2018-10-08 06:00:00;1,21;R;7;R
0123456789;2018-10-08 05:00:00;1,17;R;6;R
0123456789;2018-10-08 04:00:00;1,65;R;6;R
0123456789;2018-10-08 03:00:00;1,13;R;6;R
0123456789;2018-10-08 02:00:00;1,10;R;6;R
0123456789;2018-10-08 01:00:00;1,09;R;6;R
0123456789;2018-10-08 00:00:00;1,09;R;6;R
0123456789;2018-10-07 23:00:00;1,02;R;6;R
0123456789;2018-10-07 22:00:00;1,03;R;7;R
0123456789;2018-10-07 21:00:00;0,91;R;7;R
0123456789;2018-10-07 20:00:00;0,85;R;6;R
0123456789;2018-10-07 19:00:00;0,75;R;6;R
0123456789;2018-10-07 18:00:00;1,42;R;9;R
0123456789;2018-10-07 17:00:00;0,77;R;9;R
0123456789;2018-10-07 16:00:00;0,75;R;9;R
0123456789;2018-10-07 15:00:00;0,77;R;10;R
0123456789;2018-10-07 14:00:00;0,74;R;10;R
0123456789;2018-10-07 13:00:00;0,85;R;10;R
0123456789;2018-10-07 12:00:00;0,91;R;10;R
0123456789;2018-10-07 11:00:00;0,89;R;9;R
0123456789;2018-10-07 10:00:00;1,43;R;9;R
0123456789;2018-10-07 09:00:00;0,89;R;9;R
0123456789;2018-10-07 08:00:00;0,92;R;9;R
0123456789;2018-10-07 07:00:00;0,92;R;9;R
0123456789;2018-10-07 06:00:00;0,84;R;9;R
0123456789;2018-10-07 05:00:00;0,87;R;9;R
0123456789;2018-10-07 04:00:00;0,83;R;10;R
0123456789;2018-10-07 03:00:00;0,82;R;10;R
0123456789;2018-10-07 02:00:00;0,84;R;10;R
0123456789;2018-10-07 01:00:00;1,41;R;10;R
0123456789;2018-10-07 00:00:00;0,80;R;10;R
0123456789;2018-10-06 23:00:00;0,78;R;9;R
0123456789;2018-10-06 22:00:00;0,80;R;9;R
0123456789;2018-10-06 21:00:00;0,75;R;9;R
0123456789;2018-10-06 20:00:00;0,73;R;9;R
0123456789;2018-10-06 19:00:00;0,75;R;9;R
0123456789;2018-10-06 18:00:00;0,71;R;9;R
0123456789;2018-10-06 17:00:00;0,77;R;10;R
0123456789;2018-10-06 16:00:00;1,22;R;10;R
0123456789;2018-10-06 15:00:00;0,81;R;11;R
0123456789;2018-10-06 14:00:00;0,72;R;11;R
0123456789;2018-10-06 13:00:00;0,78;R;11;R
0123456789;2018-10-06 12:00:00;0,75;R;11;R
0123456789;2018-10-06 11:00:00;0,81;R;10;R
0123456789;2018-10-06 10:00:00;0,85;R;10;R
0123456789;2018-10-06 09:00:00;0,95;R;9;R
0123456789;2018-10-06 08:00:00;0,96;R;9;R
0123456789;2018-10-06 07:00:00;0,96;R;8;R
0123456789;2018-10-06 06:00:00;1,37;R;7;R
0123456789;2018-10-06 05:00:00;0,89;R;6;R
0123456789;2018-10-06 04:00:00;0,78;R;6;R
0123456789;2018-10-06 03:00:00;0,89;R;7;R
0123456789;2018-10-06 02:00:00;0,77;R;7;R
0123456789;2018-10-06 01:00:00;0,71;R;7;R
0123456789;2018-10-06 00:00:00;0,74;R;7;R
0123456789;2018-10-05 23:00:00;0,69;R;7;R
0123456789;2018-10-05 22:00:00;0,61;R;7;R
0123456789;2018-10-05 21:00:00;1,11;R;8;R
0123456789;2018-10-05 20:00:00;0,62;R;7;R
0123456789;2018-10-05 19:00:00;0,52;R;9;R
0123456789;2018-10-05 18:00:00;1,61;R;9;R
0123456789;2018-10-05 17:00:00;0,79;R;9;R
0123456789;2018-10-05 16:00:00;1,24;R;8;R
0123456789;2018-10-05 15:00:00;5,63;R;10;R
0123456789;2018-10-05 14:00:00;1,49;R;10;R
0123456789;2018-10-05 13:00:00;1,38;R;10;R
0123456789;2018-10-05 12:00:00;2,23;R;10;R
0123456789;2018-10-05 11:00:00;1,68;R;9;R
0123456789;2018-10-05 10:00:00;1,37;R;9;R
0123456789;2018-10-05 09:00:00;1,76;R;8;R
0123456789;2018-10-05 08:00:00;2,13;R;7;R
0123456789;2018-10-05 07:00:00;0,85;R;6;R
0123456789;2018-10-05 06:00:00;1,25;R;5;R
0123456789;2018-10-05 05:00:00;0,70;R;4;R
0123456789;2018-10-05 04:00:00;0,61;R;4;R
0123456789;2018-10-05 03:00:00;0,56;R;5;R
0123456789;2018-10-05 02:00:00;0,59;R;4;R
0123456789;2018-10-05 01:00:00;0,47;R;6;R
0123456789;2018-10-05 00:00:00;0,89;R;7;R
0123456789;2018-10-04 23:00:00;0,55;R;7;R
0123456789;2018-10-04 22:00:00;0,75;R;8;R
0123456789;2018-10-04 21:00:00;4,45;R;9;R
0123456789;2018-10-04 20:00:00;5,23;R;11;R
0123456789;2018-10-04 19:00:00;1,75;R;12;R
0123456789;2018-10-04 18:00:00;0,32;R;14;R
0123456789;2018-10-04 17:00:00;0,37;R;17;R
0123456789;2018-10-04 16:00:00;0,70;R;20;R
0123456789;2018-10-04 15:00:00;0,33;R;22;R
0123456789;2018-10-04 14:00:00;0,40;R;24;R
0123456789;2018-10-04 13:00:00;0,46;R;23;R
0123456789;2018-10-04 12:00:00;0,47;R;22;R
0123456789;2018-10-04 11:00:00;0,49;R;21;R
0123456789;2018-10-04 10:00:00;1,09;R;18;R
0123456789;2018-10-04 09:00:00;0,81;R;17;R
0123456789;2018-10-04 08:00:00;3,59;R;15;R
0123456789;2018-10-04 07:00:00;3,38;R;15;R
0123456789;2018-10-04 06:00:00;0,60;R;15;R
0123456789;2018-10-04 05:00:00;0,60;R;14;R
0123456789;2018-10-04 04:00:00;0,56;R;14;R
0123456789;2018-10-04 03:00:00;0,97;R;13;R
0123456789;2018-10-04 02:00:00;0,59;R;12;R
0123456789;2018-10-04 01:00:00;0,62;R;12;R
0123456789;2018-10-04 00:00:00;0,54;R;12;R
0123456789;2018-10-03 23:00:00;0,69;R;12;R
0123456789;2018-10-03 22:00:00;0,94;R;12;R
0123456789;2018-10-03 21:00:00;2,15;R;12;R
0123456789;2018-10-03 20:00:00;2,61;R;11;R
0123456789;2018-10-03 19:00:00;1,56;R;11;R
0123456789;2018-10-03 18:00:00;1,55;R;12;R
0123456789;2018-10-03 17:00:00;1,00;R;12;R
0123456789;2018-10-03 16:00:00;0,81;R;12;R
0123456789;2018-10-03 15:00:00;1,69;R;12;R
0123456789;2018-10-03 14:00:00;1,44;R;12;R
0123456789;2018-10-03 13:00:00;1,03;R;12;R
0123456789;2018-10-03 12:00:00;0,98;R;12;R
0123456789;2018-10-03 11:00:00;1,28;R;11;R
0123456789;2018-10-03 10:00:00;1,23;R;11;R
0123456789;2018-10-03 09:00:00;3,18;R;11;R
0123456789;2018-10-03 08:00:00;4,05;R;10;R
0123456789;2018-10-03 07:00:00;0,99;R;10;R
0123456789;2018-10-03 06:00:00;0,84;R;9;R
0123456789;2018-10-03 05:00:00;0,78;R;9;R
0123456789;2018-10-03 04:00:00;0,85;R;9;R
0123456789;2018-10-03 03:00:00;1,05;R;9;R
0123456789;2018-10-03 02:00:00;0,64;R;9;R
0123456789;2018-10-03 01:00:00;0,70;R;9;R
0123456789;2018-10-03 00:00:00;0,75;R;9;R
0123456789;2018-10-02 23:00:00;0,92;R;9;R
0123456789;2018-10-02 22:00:00;1,55;R;10;R
0123456789;2018-10-02 21:00:00;3,84;R;10;R
0123456789;2018-10-02 20:00:00;1,97;R;10;R
0123456789;2018-10-02 19:00:00;2,77;R;10;R
0123456789;2018-10-02 18:00:00;1,65;R;10;R
0123456789;2018-10-02 17:00:00;1,41;R;10;R
0123456789;2018-10-02 16:00:00;1,34;R;11;R
0123456789;2018-10-02 15:00:00;0,94;R;11;R
0123456789;2018-10-02 14:00:00;1,49;R;11;R
0123456789;2018-10-02 13:00:00;2,58;R;10;R
0123456789;2018-10-02 12:00:00;1,37;R;10;R
0123456789;2018-10-02 11:00:00;1,30;R;9;R
0123456789;2018-10-02 10:00:00;1,02;R;9;R
0123456789;2018-10-02 09:00:00;2,54;R;9;R
0123456789;2018-10-02 08:00:00;1,69;R;9;R
0123456789;2018-10-02 07:00:00;0,62;R;8;R
0123456789;2018-10-02 06:00:00;0,65;R;8;R
0123456789;2018-10-02 05:00:00;1,05;R;8;R
0123456789;2018-10-02 04:00:00;0,50;R;8;R
0123456789;2018-10-02 03:00:00;0,44;R;8;R
0123456789;2018-10-02 02:00:00;0,45;R;8;R
0123456789;2018-10-02 01:00:00;0,38;R;8;R
0123456789;2018-10-02 00:00:00;0,37;R;10;R
0123456789;2018-10-01 23:00:00;0,43;R;10;R
0123456789;2018-10-01 22:00:00;0,47;R;11;R
0123456789;2018-10-01 21:00:00;4,08;R;11;R
0123456789;2018-10-01 20:00:00;0,65;R;11;R
0123456789;2018-10-01 19:00:00;0,95;R;11;R
0123456789;2018-10-01 18:00:00;0,36;R;11;R
0123456789;2018-10-01 17:00:00;0,33;R;11;R
0123456789;2018-10-01 16:00:00;0,76;R;12;R
0123456789;2018-10-01 15:00:00;0,34;R;13;R
0123456789;2018-10-01 14:00:00;0,37;R;13;R
0123456789;2018-10-01 13:00:00;0,41;R;13;R
0123456789;2018-10-01 12:00:00;2,22;R;13;R
0123456789;2018-10-01 11:00:00;0,59;R;12;R
0123456789;2018-10-01 10:00:00;0,67;R;12;R
0123456789;2018-10-01 09:00:00;0,97;R;10;R
0123456789;2018-10-01 08:00:00;0,62;R;9;R
0123456789;2018-10-01 07:00:00;0,58;R;8;R
0123456789;2018-10-01 06:00:00;0,49;R;8;R
0123456789;2018-10-01 05:00:00;0,87;R;8;R
0123456789;2018-10-01 04:00:00;0,42;R;8;R
0123456789;2018-10-01 03:00:00;0,45;R;9;R
0123456789;2018-10-01 02:00:00;0,41;R;9;R
0123456789;2018-10-01 01:00:00;0,37;R;9;R
0123456789;2018-10-01 00:00:00;0,33;R;9;R
0123456789;2018-09-30 23:00:00;0,34;R;9;R
0123456789;2018-09-30 22:00:00;1,02;R;8;R
0123456789;2018-09-30 21:00:00;3,09;R;8;R
0123456789;2018-09-30 20:00:00;1,23;R;8;R
0123456789;2018-09-30 19:00:00;1,79;R;10;R
0123456789;2018-09-30 18:00:00;1,54;R;11;R
0123456789;2018-09-30 17:00:00;0,88;R;11;R
0123456789;2018-09-30 16:00:00;0,81;R;11;R
0123456789;2018-09-30 15:00:00;0,37;R;12;R
0123456789;2018-09-30 14:00:00;0,48;R;12;R
0123456789;2018-09-30 13:00:00;0,57;R;11;R
0123456789;2018-09-30 12:00:00;0,97;R;11;R
0123456789;2018-09-30 11:00:00;1,03;R;11;R
0123456789;2018-09-30 10:00:00;0,33;R;10;R
0123456789;2018-09-30 09:00:00;0,90;R;10;R
0123456789;2018-09-30 08:00:00;3,50;R;9;R
0123456789;2018-09-30 07:00:00;0,84;R;9;R
0123456789;2018-09-30 06:00:00;0,33;R;9;R
0123456789;2018-09-30 05:00:00;0,36;R;8;R
0123456789;2018-09-30 04:00:00;0,33;R;9;R
0123456789;2018-09-30 03:00:00;0,34;R;9;R
0123456789;2018-09-30 02:00:00;0,78;R;10;R
0123456789;2018-09-30 01:00:00;0,34;R;10;R
0123456789;2018-09-30 00:00:00;0,36;R;11;R
0123456789;2018-09-29 23:00:00;0,33;R;12;R
0123456789;2018-09-29 22:00:00;0,44;R;11;R
0123456789;2018-09-29 21:00:00;0,48;R;12;R
0123456789;2018-09-29 20:00:00;0,51;R;12;R
0123456789;2018-09-29 19:00:00;1,31;R;13;R
0123456789;2018-09-29 18:00:00;2,32;R;13;R
0123456789;2018-09-29 17:00:00;1,43;R;13;R
0123456789;2018-09-29 16:00:00;0,87;R;14;R
0123456789;2018-09-29 15:00:00;1,08;R;15;R
0123456789;2018-09-29 14:00:00;0,60;R;15;R
0123456789;2018-09-29 13:00:00;0,38;R;13;R
0123456789;2018-09-29 12:00:00;0,69;R;16;R
0123456789;2018-09-29 11:00:00;1,38;R;15;R
0123456789;2018-09-29 10:00:00;1,19;R;14;R
0123456789;2018-09-29 09:00:00;0,74;R;14;R
0123456789;2018-09-29 08:00:00;1,11;R;13;R
0123456789;2018-09-29 07:00:00;1,15;R;12;R
