Contrat;Date et heure;kWh;Code de consommation;Température moyenne (°C);Code de température
0123456789;2021-06-27 16:00:00;2,50;R;31;R
0123456789;2021-06-27 15:00:00;1,71;R;32;R
0123456789;2021-06-27 14:00:00;1,76;R;32;R
0123456789;2021-06-27 13:00:00;1,02;R;32;R
0123456789;2021-06-27 12:00:00;1,38;R;31;R
0123456789;2021-06-27 11:00:00;2,22;R;30;R
0123456789;2021-06-27 10:00:00;1,01;R;29;R
0123456789;2021-06-27 09:00:00;0,40;R;29;R
0123456789;2021-06-27 08:00:00;0,36;R;27;R
0123456789;2021-06-27 07:00:00;0,40;R;26;R
0123456789;2021-06-27 06:00:00;0,38;R;25;R
0123456789;2021-06-27 05:00:00;0,37;R;24;R
0123456789;2021-06-27 04:00:00;0,36;R;23;R
0123456789;2021-06-27 03:00:00;0,46;R;24;R
0123456789;2021-06-27 02:00:00;0,86;R;23;R
0123456789;2021-06-27 01:00:00;0,35;R;22;R
0123456789;2021-06-27 00:00:00;0,39;R;22;R
0123456789;2021-06-26 23:00:00;0,39;R;22;R
0123456789;2021-06-26 22:00:00;0,79;R;22;R
0123456789;2021-06-26 21:00:00;0,68;R;22;R
0123456789;2021-06-26 20:00:00;0,44;R;22;R
0123456789;2021-06-26 19:00:00;0,38;R;22;R
0123456789;2021-06-26 18:00:00;0,82;R;22;R
0123456789;2021-06-26 17:00:00;0,60;R;24;R
0123456789;2021-06-26 16:00:00;0,61;R;25;R
0123456789;2021-06-26 15:00:00;0,35;R;24;R
0123456789;2021-06-26 14:00:00;0,39;R;23;R
0123456789;2021-06-26 13:00:00;0,41;R;22;R
0123456789;2021-06-26 12:00:00;0,78;R;21;R
0123456789;2021-06-26 11:00:00;0,39;R;19;R
0123456789;2021-06-26 10:00:00;1,65;R;19;R
0123456789;2021-06-26 09:00:00;3,10;R;18;R
0123456789;2021-06-26 08:00:00;1,07;R;18;R
0123456789;2021-06-26 07:00:00;0,79;R;18;R
0123456789;2021-06-26 06:00:00;0,40;R;18;R
0123456789;2021-06-26 05:00:00;0,38;R;19;R
0123456789;2021-06-26 04:00:00;0,36;R;19;R
0123456789;2021-06-26 03:00:00;0,42;R;20;R
0123456789;2021-06-26 02:00:00;0,37;R;20;R
0123456789;2021-06-26 01:00:00;0,39;R;21;R
0123456789;2021-06-26 00:00:00;0,37;R;22;R
